"","statefp","name","state_name","LON","LAT"
"869","16","Power","Idaho",-112.839574165705,-112.839574165705
"870","21","Bath","Kentucky",-83.7458877148106,-83.7458877148106
"871","19","Iowa","Iowa",-92.0643372953957,-92.0643372953957
"872","12","Highlands","Florida",-81.3407195664596,-81.3407195664596
"873","13","Newton","Georgia",-83.8451113045764,-83.8451113045764
"874","18","Grant","Indiana",-85.6546870153988,-85.6546870153988
"875","19","Guthrie","Iowa",-94.5039392495736,-94.5039392495736
"876","49","Uintah","Utah",-109.517441509059,-109.517441509059
"877","42","Schuylkill","Pennsylvania",-76.2150743415912,-76.2150743415912
"878","20","Cheyenne","Kansas",-101.731820089318,-101.731820089318
"879","21","Webster","Kentucky",-87.6798995249964,-87.6798995249964
"880","31","Otoe","Nebraska",-96.1337414179767,-96.1337414179767
"881","17","Pope","Illinois",-88.5615210871865,-88.5615210871865
"882","18","Ohio","Indiana",-84.9645641157168,-84.9645641157168
"883","01","Sumter","Alabama",-88.1985766061159,-88.1985766061159
"884","05","Marion","Arkansas",-92.6845189883479,-92.6845189883479
"885","55","Dunn","Wisconsin",-91.8962489172429,-91.8962489172429
"886","72","Dorado","Puerto Rico",-66.275047345304,-66.275047345304
"887","48","Callahan","Texas",-99.3732631215622,-99.3732631215622
"888","40","Le Flore","Oklahoma",-94.7039212372164,-94.7039212372164
"889","51","Galax","Virginia",-80.9186094196386,-80.9186094196386
"890","19","Delaware","Iowa",-91.3664492007968,-91.3664492007968
"891","12","Seminole","Florida",-81.2405874866568,-81.2405874866568
"892","13","Candler","Georgia",-82.0770137261424,-82.0770137261424
"893","21","Martin","Kentucky",-82.5124878814586,-82.5124878814586
"894","13","Bryan","Georgia",-81.4380325067616,-81.4380325067616
"895","22","Franklin","Louisiana",-91.6758985679838,-91.6758985679838
"896","35","Los Alamos","New Mexico",-106.313526921219,-106.313526921219
"897","18","Sullivan","Indiana",-87.4141446873506,-87.4141446873506
"898","06","Mono","California",-118.887241605524,-118.887241605524
"899","17","Lake","Illinois",-88.0036792473965,-88.0036792473965
"900","17","Boone","Illinois",-88.8234577912411,-88.8234577912411
"901","21","McCreary","Kentucky",-84.4810425479514,-84.4810425479514
"902","22","Vernon","Louisiana",-93.1815373965502,-93.1815373965502
"903","30","Big Horn","Montana",-107.487284673971,-107.487284673971
"904","21","Lewis","Kentucky",-83.3773561757089,-83.3773561757089
"905","46","Yankton","South Dakota",-97.3946763456306,-97.3946763456306
"906","47","Sumner","Tennessee",-86.4591720371742,-86.4591720371742
"907","50","Orleans","Vermont",-72.2456269704294,-72.2456269704294
"908","48","Starr","Texas",-98.7389235765755,-98.7389235765755
"909","37","Forsyth","North Carolina",-80.2539340779987,-80.2539340779987
"910","28","Jones","Mississippi",-89.168968998257,-89.168968998257
"911","29","Macon","Missouri",-92.5645308904693,-92.5645308904693
"912","37","Wilson","North Carolina",-77.9174173108663,-77.9174173108663
"913","37","Greene","North Carolina",-77.6757502101275,-77.6757502101275
"914","29","Stone","Missouri",-93.4525647535809,-93.4525647535809
"915","45","Laurens","South Carolina",-82.0049079626893,-82.0049079626893
"916","47","Marshall","Tennessee",-86.7642098796046,-86.7642098796046
"917","48","Travis","Texas",-97.785356180653,-97.785356180653
"918","20","Rooks","Kansas",-99.3248488773147,-99.3248488773147
"919","21","Marshall","Kentucky",-88.3280357584614,-88.3280357584614
"920","36","Onondaga","New York",-76.1966977506252,-76.1966977506252
"921","26","Eaton","Michigan",-84.8374003537385,-84.8374003537385
"922","27","Rice","Minnesota",-93.2965985973319,-93.2965985973319
"923","31","Howard","Nebraska",-98.5166498992278,-98.5166498992278
"924","13","Dougherty","Georgia",-84.2184983723822,-84.2184983723822
"925","35","Sierra","New Mexico",-107.19258927775,-107.19258927775
"926","41","Marion","Oregon",-122.580949437832,-122.580949437832
"927","47","Bedford","Tennessee",-86.4554909587495,-86.4554909587495
"928","51","Lexington","Virginia",-79.4431066144061,-79.4431066144061
"929","47","McMinn","Tennessee",-84.6154747338002,-84.6154747338002
"930","56","Sublette","Wyoming",-109.913092197061,-109.913092197061
"931","28","Alcorn","Mississippi",-88.5771444803066,-88.5771444803066
"932","51","Washington","Virginia",-81.9563618790845,-81.9563618790845
"933","54","Greenbrier","West Virginia",-80.4533588080934,-80.4533588080934
"934","17","Warren","Illinois",-90.614743204129,-90.614743204129
"935","18","Benton","Indiana",-87.3109399931806,-87.3109399931806
"936","29","Ralls","Missouri",-91.5183864313793,-91.5183864313793
"937","29","Ray","Missouri",-93.9890574467766,-93.9890574467766
"938","38","Mountrail","North Dakota",-102.355531504064,-102.355531504064
"939","13","Chatham","Georgia",-81.1248768062163,-81.1248768062163
"940","21","Mercer","Kentucky",-84.8748759125887,-84.8748759125887
"941","13","Dade","Georgia",-85.5049042413307,-85.5049042413307
"942","21","Campbell","Kentucky",-84.3787520842979,-84.3787520842979
"943","17","Effingham","Illinois",-88.5896958429211,-88.5896958429211
"944","26","Muskegon","Michigan",-86.1517671203166,-86.1517671203166
"945","18","Switzerland","Indiana",-85.0322922697098,-85.0322922697098
"946","26","Barry","Michigan",-85.3083451904311,-85.3083451904311
"947","36","Cortland","New York",-76.0704893134555,-76.0704893134555
"948","08","Costilla","Colorado",-105.427654809697,-105.427654809697
"949","10","New Castle","Delaware",-75.6405556268045,-75.6405556268045
"950","17","Johnson","Illinois",-88.8816541859401,-88.8816541859401
"951","08","Dolores","Colorado",-108.517347726079,-108.517347726079
"952","48","Hudspeth","Texas",-105.388177969701,-105.388177969701
"953","06","Imperial","California",-115.364342675454,-115.364342675454
"954","09","Fairfield","Connecticut",-73.3882358472472,-73.3882358472472
"955","13","Chattooga","Georgia",-85.3453566237835,-85.3453566237835
"956","13","Catoosa","Georgia",-85.1375701352552,-85.1375701352552
"957","20","Hamilton","Kansas",-101.792106599119,-101.792106599119
"958","18","Vigo","Indiana",-87.3916902749771,-87.3916902749771
"959","22","Washington","Louisiana",-90.0386665209852,-90.0386665209852
"960","26","Dickinson","Michigan",-87.8696495608657,-87.8696495608657
"961","25","Franklin","Massachusetts",-72.586025470416,-72.586025470416
"962","21","Carroll","Kentucky",-85.1260107386746,-85.1260107386746
"963","40","Harmon","Oklahoma",-99.8474165167667,-99.8474165167667
"964","41","Columbia","Oregon",-123.089089791936,-123.089089791936
"965","38","Wells","North Dakota",-99.6590499781059,-99.6590499781059
"966","48","Bowie","Texas",-94.4212362447478,-94.4212362447478
"967","01","Dallas","Alabama",-87.1086747463787,-87.1086747463787
"968","02","Yakutat","Alaska",-140.355593871981,-140.355593871981
"969","12","Sumter","Florida",-82.0794266994383,-82.0794266994383
"970","18","Orange","Indiana",-86.4952309279736,-86.4952309279736
"971","20","Rice","Kansas",-98.1999211768592,-98.1999211768592
"972","40","Grant","Oklahoma",-97.7863878454258,-97.7863878454258
"973","19","Humboldt","Iowa",-94.2072253736926,-94.2072253736926
"974","18","Fountain","Indiana",-87.2421768867803,-87.2421768867803
"975","48","Parmer","Texas",-102.784466830729,-102.784466830729
"976","38","Burke","North Dakota",-102.518211727677,-102.518211727677
"977","38","Dunn","North Dakota",-102.61604677768,-102.61604677768
"978","18","Porter","Indiana",-87.0684888785502,-87.0684888785502
"979","17","Lee","Illinois",-89.2997713172057,-89.2997713172057
"980","45","Marlboro","South Carolina",-79.6757030293696,-79.6757030293696
"981","46","Corson","South Dakota",-101.19704732559,-101.19704732559
"982","06","Alameda","California",-121.892592451268,-121.892592451268
"983","21","Crittenden","Kentucky",-88.088235134343,-88.088235134343
"984","21","Estill","Kentucky",-83.9594450565187,-83.9594450565187
"985","53","Pierce","Washington",-122.140588000338,-122.140588000338
"986","21","Fulton","Kentucky",-89.2014006813855,-89.2014006813855
"987","17","Christian","Illinois",-89.2778040712019,-89.2778040712019
"988","48","Lubbock","Texas",-101.82047890221,-101.82047890221
"989","48","Kerr","Texas",-99.3493014443769,-99.3493014443769
"990","48","Guadalupe","Texas",-97.947880019867,-97.947880019867
"991","48","Mills","Texas",-98.5927206750512,-98.5927206750512
"992","51","Middlesex","Virginia",-76.5506461695571,-76.5506461695571
"993","48","Midland","Texas",-102.031568212534,-102.031568212534
"994","45","Lexington","South Carolina",-81.2715071458162,-81.2715071458162
"995","47","Macon","Tennessee",-86.0077793760803,-86.0077793760803
"996","29","Barton","Missouri",-94.3475702234266,-94.3475702234266
"997","26","Arenac","Michigan",-83.8927755944682,-83.8927755944682
"998","42","Somerset","Pennsylvania",-79.0269959258746,-79.0269959258746
"999","08","Morgan","Colorado",-103.809330179229,-103.809330179229
"1000","19","Hamilton","Iowa",-93.7019569388305,-93.7019569388305
"1001","48","Coryell","Texas",-97.7993615471392,-97.7993615471392
"1002","17","Moultrie","Illinois",-88.6209996869298,-88.6209996869298
"1003","19","Dickinson","Iowa",-95.1510206015518,-95.1510206015518
"1004","17","Coles","Illinois",-88.2235855667679,-88.2235855667679
"1005","37","Bladen","North Carolina",-78.5604332510052,-78.5604332510052
"1006","47","Sequatchie","Tennessee",-85.4102213582395,-85.4102213582395
"1007","19","Carroll","Iowa",-94.860327054691,-94.860327054691
"1008","21","Laurel","Kentucky",-84.1140385665317,-84.1140385665317
"1009","47","Smith","Tennessee",-85.9541051174161,-85.9541051174161
"1010","48","Delta","Texas",-95.6692112152375,-95.6692112152375
"1011","26","Ionia","Michigan",-85.074133190203,-85.074133190203
"1012","24","Cecil","Maryland",-75.9462741122412,-75.9462741122412
"1013","17","Madison","Illinois",-89.9041317841459,-89.9041317841459
"1014","47","Hamilton","Tennessee",-85.1665224469356,-85.1665224469356
"1015","19","Webster","Iowa",-94.1798921416071,-94.1798921416071
"1016","06","Santa Clara","California",-121.697126999376,-121.697126999376
"1017","47","Haywood","Tennessee",-89.2853662478554,-89.2853662478554
"1018","06","Stanislaus","California",-120.997072165743,-120.997072165743
"1019","47","Loudon","Tennessee",-84.3124425951517,-84.3124425951517
"1020","24","Montgomery","Maryland",-77.203357460241,-77.203357460241
"1021","17","Shelby","Illinois",-88.8061112239662,-88.8061112239662
"1022","21","Hancock","Kentucky",-86.7829159836128,-86.7829159836128
"1023","20","Geary","Kansas",-96.754665595894,-96.754665595894
"1024","19","Clay","Iowa",-95.1509648119814,-95.1509648119814
"1025","20","Saline","Kansas",-97.651851773389,-97.651851773389
"1026","19","Clinton","Iowa",-90.5320897037524,-90.5320897037524
"1027","17","White","Illinois",-88.176574608074,-88.176574608074
"1028","23","Sagadahoc","Maine",-69.850740600874,-69.850740600874
"1029","31","Rock","Nebraska",-99.4483206911546,-99.4483206911546
"1030","21","Russell","Kentucky",-85.0607011735355,-85.0607011735355
"1031","38","Adams","North Dakota",-102.528539743952,-102.528539743952
"1032","21","Hardin","Kentucky",-85.9631925062665,-85.9631925062665
"1033","21","Harlan","Kentucky",-83.2189951559024,-83.2189951559024
"1034","53","Snohomish","Washington",-121.717069624988,-121.717069624988
"1035","27","Dakota","Minnesota",-93.0604781303483,-93.0604781303483
"1036","01","Covington","Alabama",-86.4499757544936,-86.4499757544936
"1037","20","Smith","Kansas",-98.7856567765982,-98.7856567765982
"1038","31","Banner","Nebraska",-103.711433178499,-103.711433178499
"1039","46","Bon Homme","South Dakota",-97.8859274604651,-97.8859274604651
"1040","24","Carroll","Maryland",-77.0236876073372,-77.0236876073372
"1041","41","Josephine","Oregon",-123.556193775002,-123.556193775002
"1042","42","Franklin","Pennsylvania",-77.7215779078095,-77.7215779078095
"1043","23","Lincoln","Maine",-69.5422624427189,-69.5422624427189
"1044","47","Anderson","Tennessee",-84.1967189691065,-84.1967189691065
"1045","48","Freestone","Texas",-96.1507251618105,-96.1507251618105
"1046","29","Franklin","Missouri",-91.0752257827129,-91.0752257827129
"1047","16","Fremont","Idaho",-111.477608336397,-111.477608336397
"1048","17","Perry","Illinois",-89.3685621945178,-89.3685621945178
"1049","16","Jefferson","Idaho",-112.313219765073,-112.313219765073
"1050","12","Alachua","Florida",-82.3592815804023,-82.3592815804023
"1051","41","Lake","Oregon",-120.385016264269,-120.385016264269
"1052","48","Jim Hogg","Texas",-98.6972163048105,-98.6972163048105
"1053","72","Cabo Rojo","Puerto Rico",-67.1586005973684,-67.1586005973684
"1054","18","Lake","Indiana",-87.3827757535836,-87.3827757535836
"1055","42","Lawrence","Pennsylvania",-80.3339370633694,-80.3339370633694
"1056","29","Livingston","Missouri",-93.5464597810491,-93.5464597810491
"1057","34","Warren","New Jersey",-74.9955672700302,-74.9955672700302
"1058","29","Marion","Missouri",-91.6220306218258,-91.6220306218258
"1059","38","Emmons","North Dakota",-100.238976594032,-100.238976594032
"1060","48","Wise","Texas",-97.6546026511766,-97.6546026511766
"1061","55","Crawford","Wisconsin",-90.9307368583585,-90.9307368583585
"1062","28","Jefferson","Mississippi",-91.0376351261358,-91.0376351261358
"1063","51","Campbell","Virginia",-79.0964530868103,-79.0964530868103
"1064","42","Greene","Pennsylvania",-80.223571055795,-80.223571055795
"1065","51","Floyd","Virginia",-80.3672939536876,-80.3672939536876
"1066","72","Carolina","Puerto Rico",-65.954986163053,-65.954986163053
"1067","53","Kittitas","Washington",-120.679430586638,-120.679430586638
"1068","46","Edmunds","South Dakota",-99.2154542326467,-99.2154542326467
"1069","21","Lincoln","Kentucky",-84.6564571563233,-84.6564571563233
"1070","31","Keith","Nebraska",-101.66201642969,-101.66201642969
"1071","39","Wood","Ohio",-83.6228510830159,-83.6228510830159
"1072","47","Crockett","Tennessee",-89.1491626951545,-89.1491626951545
"1073","48","Grimes","Texas",-95.9890249916916,-95.9890249916916
"1074","55","Winnebago","Wisconsin",-88.6447709576202,-88.6447709576202
"1075","72","Loíza","Puerto Rico",-65.8969244409613,-65.8969244409613
"1076","51","Mathews","Virginia",-76.3409889557268,-76.3409889557268
"1077","19","Polk","Iowa",-93.5776378299501,-93.5776378299501
"1078","29","Knox","Missouri",-92.1478393418868,-92.1478393418868
"1079","45","Charleston","South Carolina",-79.9611773287612,-79.9611773287612
"1080","32","Eureka","Nevada",-116.268320380047,-116.268320380047
"1081","21","Fleming","Kentucky",-83.6965736174313,-83.6965736174313
"1082","48","Clay","Texas",-98.2077119822446,-98.2077119822446
"1083","40","Tillman","Oklahoma",-98.9281020710365,-98.9281020710365
"1084","38","McHenry","North Dakota",-100.625405012543,-100.625405012543
"1085","40","Creek","Oklahoma",-96.3708639555143,-96.3708639555143
"1086","19","Fayette","Iowa",-91.8441230976997,-91.8441230976997
"1087","12","Martin","Florida",-80.4310970684239,-80.4310970684239
"1088","06","Lassen","California",-120.59350989108,-120.59350989108
"1089","08","Yuma","Colorado",-102.425867272313,-102.425867272313
"1090","48","Rusk","Texas",-94.7617643242943,-94.7617643242943
"1091","48","Tyler","Texas",-94.3758949398662,-94.3758949398662
"1092","39","Clermont","Ohio",-84.1537578597819,-84.1537578597819
"1093","72","San Juan","Puerto Rico",-66.0628988202943,-66.0628988202943
"1094","19","Mitchell","Iowa",-92.7888771903784,-92.7888771903784
"1095","02","Kenai Peninsula","Alaska",-151.550647957925,-151.550647957925
"1096","30","Stillwater","Montana",-109.395010589351,-109.395010589351
"1097","49","Daggett","Utah",-109.512109338005,-109.512109338005
"1098","40","Custer","Oklahoma",-99.0017078462136,-99.0017078462136
"1099","06","Santa Cruz","California",-122.006652432981,-122.006652432981
"1100","39","Mahoning","Ohio",-80.7772475107812,-80.7772475107812
"1101","48","Kinney","Texas",-100.418663760442,-100.418663760442
"1102","05","Sharp","Arkansas",-91.4781934171163,-91.4781934171163
"1103","42","Dauphin","Pennsylvania",-76.7798711936794,-76.7798711936794
"1104","55","Iowa","Wisconsin",-90.1346890257299,-90.1346890257299
"1105","39","Wayne","Ohio",-81.8884483273269,-81.8884483273269
"1106","13","Liberty","Georgia",-81.4938126654756,-81.4938126654756
"1107","13","Meriwether","Georgia",-84.6888283357297,-84.6888283357297
"1108","48","Wharton","Texas",-96.2231924823963,-96.2231924823963
"1109","13","Monroe","Georgia",-83.9209716568593,-83.9209716568593
"1110","13","Oconee","Georgia",-83.4367956787087,-83.4367956787087
"1111","39","Butler","Ohio",-84.5738871639081,-84.5738871639081
"1112","39","Columbiana","Ohio",-80.7775784769779,-80.7775784769779
"1113","19","Osceola","Iowa",-95.6242284439594,-95.6242284439594
"1114","38","Divide","North Dakota",-103.487361056824,-103.487361056824
"1115","26","Gogebic","Michigan",-89.6934999854246,-89.6934999854246
"1116","01","Barbour","Alabama",-85.3869747254926,-85.3869747254926
"1117","30","Fallon","Montana",-104.418356460366,-104.418356460366
"1118","37","Swain","North Carolina",-83.4847275098986,-83.4847275098986
"1119","02","Lake and Peninsula","Alaska",-156.214718995068,-156.214718995068
"1120","55","Vilas","Wisconsin",-89.5171920429389,-89.5171920429389
"1121","27","Marshall","Minnesota",-96.3701740673982,-96.3701740673982
"1122","54","Wood","West Virginia",-81.5162836022067,-81.5162836022067
"1123","54","Taylor","West Virginia",-80.0421439016456,-80.0421439016456
"1124","54","Upshur","West Virginia",-80.2368913586469,-80.2368913586469
"1125","06","Sierra","California",-120.522999877794,-120.522999877794
"1126","08","Mineral","Colorado",-106.928169759721,-106.928169759721
"1127","51","Carroll","Virginia",-80.7368160775532,-80.7368160775532
"1128","39","Medina","Ohio",-81.8998620981405,-81.8998620981405
"1129","21","Casey","Kentucky",-84.9272565291272,-84.9272565291272
"1130","37","Durham","North Carolina",-78.8771743851849,-78.8771743851849
"1131","46","Dewey","South Dakota",-100.870913880339,-100.870913880339
"1132","13","Randolph","Georgia",-84.7583291931149,-84.7583291931149
"1133","13","Screven","Georgia",-81.6077944141002,-81.6077944141002
"1134","36","Oswego","New York",-76.1480572882005,-76.1480572882005
"1135","55","Buffalo","Wisconsin",-91.7533234257973,-91.7533234257973
"1136","29","Douglas","Missouri",-92.4990510937885,-92.4990510937885
"1137","29","Howell","Missouri",-91.886839348624,-91.886839348624
"1138","05","Baxter","Arkansas",-92.3378287230063,-92.3378287230063
"1139","06","Napa","California",-122.332838986353,-122.332838986353
"1140","06","Colusa","California",-122.23322594963,-122.23322594963
"1141","29","Camden","Missouri",-92.7608374714092,-92.7608374714092
"1142","51","Wythe","Virginia",-81.0812180617531,-81.0812180617531
"1143","31","Douglas","Nebraska",-96.1508530513161,-96.1508530513161
"1144","51","Buena Vista","Virginia",-79.3551777961758,-79.3551777961758
"1145","31","Dakota","Nebraska",-96.5665642485504,-96.5665642485504
"1146","31","Cedar","Nebraska",-97.2531195116542,-97.2531195116542
"1147","51","Franklin","Virginia",-76.9356524458669,-76.9356524458669
"1148","29","Vernon","Missouri",-94.3412730524384,-94.3412730524384
"1149","12","Madison","Florida",-83.473985942452,-83.473985942452
"1150","12","Columbia","Florida",-82.6216030714799,-82.6216030714799
"1151","54","Webster","West Virginia",-80.4202023008721,-80.4202023008721
"1152","54","Clay","West Virginia",-81.0765319577221,-81.0765319577221
"1153","72","Ceiba","Puerto Rico",-65.6493676666913,-65.6493676666913
"1154","72","Coamo","Puerto Rico",-66.3605362485207,-66.3605362485207
"1155","23","Oxford","Maine",-70.7568190060502,-70.7568190060502
"1156","32","Nye","Nevada",-116.472270204493,-116.472270204493
"1157","19","Wright","Iowa",-93.7351511292208,-93.7351511292208
"1158","34","Ocean","New Jersey",-74.2808976805615,-74.2808976805615
"1159","01","Autauga","Alabama",-86.6436476562149,-86.6436476562149
"1160","26","Lenawee","Michigan",-84.0660373034342,-84.0660373034342
"1161","26","Oakland","Michigan",-83.3859436277645,-83.3859436277645
"1162","31","Deuel","Nebraska",-102.333333123656,-102.333333123656
"1163","01","Greene","Alabama",-87.9552322689731,-87.9552322689731
"1164","08","Washington","Colorado",-103.202586964127,-103.202586964127
"1165","08","Adams","Colorado",-104.33618298979,-104.33618298979
"1166","05","Stone","Arkansas",-92.1568408452044,-92.1568408452044
"1167","30","Custer","Montana",-105.582844947761,-105.582844947761
"1168","18","Franklin","Indiana",-85.0606236251331,-85.0606236251331
"1169","13","Clinch","Georgia",-82.7043247176102,-82.7043247176102
"1170","18","Harrison","Indiana",-86.109482707951,-86.109482707951
"1171","38","Rolette","North Dakota",-99.840974934195,-99.840974934195
"1172","48","Sabine","Texas",-93.8544012663628,-93.8544012663628
"1173","34","Middlesex","New Jersey",-74.4142699078759,-74.4142699078759
"1174","27","Pope","Minnesota",-95.444512092607,-95.444512092607
"1175","34","Essex","New Jersey",-74.2465797892282,-74.2465797892282
"1176","13","Wayne","Georgia",-81.9189487837012,-81.9189487837012
"1177","30","Powell","Montana",-112.936133894338,-112.936133894338
"1178","13","Jones","Georgia",-83.5601916304333,-83.5601916304333
"1179","13","McDuffie","Georgia",-82.4831007122356,-82.4831007122356
"1180","21","Bell","Kentucky",-83.6776667139934,-83.6776667139934
"1181","27","Blue Earth","Minnesota",-94.0670235396727,-94.0670235396727
"1182","40","Kingfisher","Oklahoma",-97.9419326839065,-97.9419326839065
"1183","40","Noble","Oklahoma",-97.2292867351299,-97.2292867351299
"1184","46","Brown","South Dakota",-98.351653552049,-98.351653552049
"1185","21","Breckinridge","Kentucky",-86.4284325343592,-86.4284325343592
"1186","46","Lincoln","South Dakota",-96.7203905003586,-96.7203905003586
"1187","72","Vega Alta","Puerto Rico",-66.3339912967264,-66.3339912967264
"1188","26","Cass","Michigan",-85.9940572690084,-85.9940572690084
"1189","48","Hansford","Texas",-101.354579607062,-101.354579607062
"1190","48","Crockett","Texas",-101.41342382664,-101.41342382664
"1191","27","Kandiyohi","Minnesota",-95.0058644575411,-95.0058644575411
"1192","17","Piatt","Illinois",-88.5931933875205,-88.5931933875205
"1193","17","Champaign","Illinois",-88.200466146916,-88.200466146916
"1194","21","Garrard","Kentucky",-84.5324957318631,-84.5324957318631
"1195","20","Lyon","Kansas",-96.1527571490244,-96.1527571490244
"1196","31","Cheyenne","Nebraska",-102.994169297706,-102.994169297706
"1197","45","Greenwood","South Carolina",-82.127159830216,-82.127159830216
"1198","20","Haskell","Kansas",-100.87107380482,-100.87107380482
"1199","22","Ouachita","Louisiana",-92.157021925643,-92.157021925643
"1200","31","Garden","Nebraska",-102.331397310351,-102.331397310351
"1201","05","Clay","Arkansas",-90.4148172031936,-90.4148172031936
"1202","05","Cleburne","Arkansas",-92.0264001888157,-92.0264001888157
"1203","39","Erie","Ohio",-82.6290452056247,-82.6290452056247
"1204","38","McIntosh","North Dakota",-99.4414585841591,-99.4414585841591
"1205","55","Lafayette","Wisconsin",-90.131772901168,-90.131772901168
"1206","51","Scott","Virginia",-82.6007215401426,-82.6007215401426
"1207","41","Wallowa","Oregon",-117.18355022197,-117.18355022197
"1208","47","Moore","Tennessee",-86.3623057794559,-86.3623057794559
"1209","36","Broome","New York",-75.8132570670348,-75.8132570670348
"1210","48","Burleson","Texas",-96.6213291330117,-96.6213291330117
"1211","48","Walker","Texas",-95.5742315721304,-95.5742315721304
"1212","01","Jefferson","Alabama",-86.896429313041,-86.896429313041
"1213","40","Hughes","Oklahoma",-96.2492114544337,-96.2492114544337
"1214","12","Sarasota","Florida",-82.3317424758373,-82.3317424758373
"1215","13","Talbot","Georgia",-84.5335231580669,-84.5335231580669
"1216","45","Florence","South Carolina",-79.7018916830114,-79.7018916830114
"1217","15","Kauai","Hawaii",-159.59667861643,-159.59667861643
"1218","37","Brunswick","North Carolina",-78.2391512812242,-78.2391512812242
"1219","27","Pine","Minnesota",-92.7407018830783,-92.7407018830783
"1220","17","LaSalle","Illinois",-88.8863388060174,-88.8863388060174
"1221","09","New London","Connecticut",-72.1043097588865,-72.1043097588865
"1222","39","Miami","Ohio",-84.2287127067983,-84.2287127067983
"1223","08","Larimer","Colorado",-105.462578416358,-105.462578416358
"1224","37","Northampton","North Carolina",-77.397882895283,-77.397882895283
"1225","16","Bear Lake","Idaho",-111.327311403022,-111.327311403022
"1226","72","Naguabo","Puerto Rico",-65.7453434260951,-65.7453434260951
"1227","01","Tallapoosa","Alabama",-85.7981992915817,-85.7981992915817
"1228","35","Quay","New Mexico",-103.548172677174,-103.548172677174
"1229","39","Cuyahoga","Ohio",-81.6591833894353,-81.6591833894353
"1230","48","Jeff Davis","Texas",-104.139997257182,-104.139997257182
"1231","48","Jim Wells","Texas",-98.0904705030504,-98.0904705030504
"1232","19","Monona","Iowa",-95.957438432654,-95.957438432654
"1233","40","Dewey","Oklahoma",-99.0073071407937,-99.0073071407937
"1234","13","Wilkes","Georgia",-82.74285025657,-82.74285025657
"1235","13","Treutlen","Georgia",-82.5689400970117,-82.5689400970117
"1236","48","Liberty","Texas",-94.812056146935,-94.812056146935
"1237","48","Houston","Texas",-95.4210069484269,-95.4210069484269
"1238","48","Polk","Texas",-94.8276624015747,-94.8276624015747
"1239","45","Barnwell","South Carolina",-81.4357413942043,-81.4357413942043
"1240","01","Elmore","Alabama",-86.1451903728423,-86.1451903728423
"1241","12","Liberty","Florida",-84.8829257970327,-84.8829257970327
"1242","28","Lawrence","Mississippi",-90.108411273579,-90.108411273579
"1243","37","Randolph","North Carolina",-79.8061009116616,-79.8061009116616
"1244","39","Champaign","Ohio",-83.7687524185419,-83.7687524185419
"1245","38","Stutsman","North Dakota",-98.9519766712445,-98.9519766712445
"1246","46","Davison","South Dakota",-98.1445890634954,-98.1445890634954
"1247","12","Gilchrist","Florida",-82.7988065679562,-82.7988065679562
"1248","39","Morgan","Ohio",-81.8521413816205,-81.8521413816205
"1249","28","Tallahatchie","Mississippi",-90.1729397957399,-90.1729397957399
"1250","29","Clay","Missouri",-94.4188738420628,-94.4188738420628
"1251","39","Greene","Ohio",-83.8903136943378,-83.8903136943378
"1252","42","Crawford","Pennsylvania",-80.1071598185176,-80.1071598185176
"1253","28","Covington","Mississippi",-89.553899386425,-89.553899386425
"1254","49","Rich","Utah",-111.244510993863,-111.244510993863
"1255","27","Mower","Minnesota",-92.7523361644047,-92.7523361644047
"1256","13","Burke","Georgia",-81.9992872908926,-81.9992872908926
"1257","19","Hardin","Iowa",-93.2365461133696,-93.2365461133696
"1258","16","Custer","Idaho",-114.283069439854,-114.283069439854
"1259","20","Rawlins","Kansas",-101.076161696083,-101.076161696083
"1260","19","Cherokee","Iowa",-95.6238940247371,-95.6238940247371
"1261","23","Kennebec","Maine",-69.7673854590979,-69.7673854590979
"1262","51","Portsmouth","Virginia",-76.3597162939819,-76.3597162939819
"1263","40","Comanche","Oklahoma",-98.4719505464564,-98.4719505464564
"1264","08","Clear Creek","Colorado",-105.646023526948,-105.646023526948
"1265","40","Jefferson","Oklahoma",-97.8318297412041,-97.8318297412041
"1266","08","Pueblo","Colorado",-104.512743662023,-104.512743662023
"1267","48","Sterling","Texas",-101.050074584309,-101.050074584309
"1268","48","Upton","Texas",-102.042321650228,-102.042321650228
"1269","51","Richmond","Virginia",-77.4739138199022,-77.4739138199022
"1270","47","Cumberland","Tennessee",-84.9991698418296,-84.9991698418296
"1271","01","Fayette","Alabama",-87.7388663756696,-87.7388663756696
"1272","37","Madison","North Carolina",-82.7134633897977,-82.7134633897977
"1273","29","Shelby","Missouri",-92.0765819751476,-92.0765819751476
"1274","40","Beckham","Oklahoma",-99.6812212156806,-99.6812212156806
"1275","51","Petersburg","Virginia",-77.3973627742717,-77.3973627742717
"1276","28","Yalobusha","Mississippi",-89.7076205005284,-89.7076205005284
"1277","31","Furnas","Nebraska",-99.9124745389582,-99.9124745389582
"1278","53","Cowlitz","Washington",-122.678223108725,-122.678223108725
"1279","05","Mississippi","Arkansas",-90.0519437048186,-90.0519437048186
"1280","12","Hernando","Florida",-82.4270020364711,-82.4270020364711
"1281","12","Washington","Florida",-85.6615571557642,-85.6615571557642
"1282","12","Jefferson","Florida",-83.8944275471167,-83.8944275471167
"1283","12","Okaloosa","Florida",-86.5926710475427,-86.5926710475427
"1284","48","Dallas","Texas",-96.7779766698048,-96.7779766698048
"1285","18","Carroll","Indiana",-86.5619881238334,-86.5619881238334
